0 34 73 63 2 25 28 44 74 80 15 89 83 53 93 54 41 92 25 79 85 99 54 38 54 59 30 1 6 3 23 80 72 90 32 91 6 30 41 82 21 2 20 19 91 36 64 3 76 33 44 96 86 67 77 72 5 57 88 86 9 24 97 33 91 35 77 69 53 21 98 20 26 85 29 51 36 54 83 8 67 92 45 54 80 6 34 19 88 4 19 64 52 51 98 98 93 86 14 84 2 100 53 13 69 12 88 97 21 37 11 30 90 96 18 28 81 94 3 63 84 37 16 56 53 49 29 55 58 62 32 65 94 39 26 36 70 37 68 36 21 53 12 28 83 78 23 100 92 60 1 72 43 47 81 31 52 24 76 26 71 98 31 78 68 59 64 74 3 89 42 49 69 32 88 61 93 60 98 21 49 31 27 82 19 70 89 33 60 97 98 64 99 97 51 66 42 8 35 8 73 60 63 17 57 6 69 91 74 63 93 38 33 22 22 34 23 3 56 43 17 60 75 84 48 9 2 92 4 5 79 82 19 22 24 50 35 4 81 33 28 10 92 90 6 82 40 37 2 98 90 5 56 48 59 48 41 80 94 57 18 60 66 33 30 9 36 8 60 51 86 19 41 39 92 17 8 65 99 46 21 85 19 62 12 64 62 25 33 100 62 77 61 14 24 26 28 22 31 70 57 91 66 10 54 12 50 97 23 70 2 55 11 80 9 37 72 55 73 17 66 20 96 83 64 34 84 35 72 14 2 68 41 94 22 25 56 46 72 64 24 9 38 47 70 48 73 78 7 98 80 42 89 36 11 89 25 39 73 79 62 71 7 13 2 34 74 94 97 52 5 45 24 41 52 13 98 2 35 16 36 51 24 37 50 39 95 60 69 44 99 63 26 20 93 89 87 81 63 56 42 2 61 49 5 71 51 1 12 83 6 13 11 76 47 90 6 97 52 31 52 88 42 96 100 49 25 72 22 91 25 2 3 33 29 34 91 74 8 35 100 88 81 34 62 83 68 19 82 90 24 22 66 94 20 25 86 31 11 47 98 69 45 52 73 82 83 96 45 92 96 56 98 96 37 68 93 68 23 33 35 75 22 39 48 83 88 3 40 84 47 19 49 25 92 67 19 36 79 22
34 0 38 75 44 48 1 76 89 11 15 94 9 52 15 12 64 49 43 36 73 55 78 4 18 88 89 19 51 3 86 16 71 73 51 78 72 90 65 3 51 32 37 15 24 23 87 64 65 3 65 55 22 48 29 11 83 92 24 11 65 70 2 15 10 46 100 22 28 87 20 53 25 12 16 23 70 46 48 83 34 37 82 23 74 48 8 42 32 20 100 64 86 33 20 86 91 12 76 47 96 28 34 61 48 48 59 63 62 25 45 96 45 26 16 13 23 79 36 76 18 55 34 37 96 75 92 36 39 15 93 67 40 47 78 62 5 67 33 27 62 93 85 23 52 7 48 71 100 91 33 63 81 59 64 76 84 31 86 26 6 71 47 4 15 93 86 67 21 48 23 34 93 94 44 74 34 74 83 15 25 14 41 81 64 90 76 62 63 70 34 87 60 30 51 18 44 5 62 36 74 29 32 29 77 37 9 32 27 4 47 20 81 6 77 10 30 51 83 41 79 48 8 34 40 80 17 2 98 63 51 22 39 76 71 73 72 42 70 49 57 62 44 42 50 5 88 73 75 1 83 9 11 27 31 43 24 21 73 71 18 100 13 29 32 4 18 53 99 11 60 73 36 91 48 38 14 68 93 95 5 76 51 81 36 44 13 54 38 48 95 52 73 65 61 62 90 87 20 85 45 69 96 83 40 73 75 54 35 14 88 97 20 71 63 40 67 3 94 66 53 85 76 68 66 53 22 55 78 42 75 42 69 94 26 44 1 69 65 56 39 42 22 91 54 100 59 55 96 19 35 24 2 51 62 6 66 6 80 76 45 67 16 33 52 89 21 6 58 6 55 45 2 7 57 54 85 77 5 32 78 82 34 28 27 21 30 14 71 78 50 65 30 39 87 19 49 33 12 9 97 85 78 71 100 24 93 86 36 56 58 8 98 65 90 92 51 4 2 33 41 89 50 91 80 86 59 47 98 94 51 53 50 52 6 3 96 74 8 50 43 34 91 16 66 48 44 100 32 90 84 46 53 79 89 81 63 20 12 66 96 48 91 72 25 27 73 100 65 59 35 85 91 39 62 80 78 4 82 5 30 30 23 60 21 65 56 86 57 71 40 47 2 66 68 26 8 31 12 72
73 38 0 21 50 11 16 86 6 18 34 51 78 37 81 83 98 74 78 12 41 90 36 85 77 10 13 1 55 86 73 97 4 32 13 32 99 23 79 97 20 15 70 69 49 20 21 95 84 19 51 10 75 85 23 68 67 70 59 70 24 87 4 31 38 72 96 1 16 37 25 91 41 5 46 70 63 68 60 76 23 53 96 96 20 41 1 13 56 81 57 69 2 46 43 48 44 88 15 79 38 10 81 52 49 99 42 21 11 15 11 48 68 23 36 28 51 90 39 17 86 25 53 66 79 57 74 50 40 53 40 67 23 75 63 95 17 25 22 57 56 24 11 52 76 49 31 98 34 7 98 42 30 97 5 59 98 4 43 48 52 35 91 48 40 37 4 48 100 44 75 74 63 14 88 38 66 76 75 30 78 60 97 71 46 14 57 57 7 66 96 25 99 66 71 50 94 26 7 99 15 83 22 40 16 81 52 61 27 68 57 17 38 53 84 89 60 17 11 11 18 19 6 25 42 80 89 54 67 84 51 58 28 7 78 83 65 69 20 60 83 98 40 19 47 45 38 54 53 72 63 85 39 60 83 19 63 31 29 69 72 69 4 95 56 17 14 92 94 57 60 97 92 15 59 48 71 50 56 94 52 56 54 7 20 27 68 58 69 60 2 8 49 79 27 39 20 58 18 43 42 99 73 65 94 59 57 1 83 72 79 40 6 23 4 61 53 89 73 8 62 16 70 69 47 40 47 15 50 2 85 50 59 44 21 18 85 54 34 94 55 70 48 94 25 50 40 84 24 83 66 8 68 94 28 47 85 52 44 79 47 58 96 32 47 79 43 18 47 45 3 41 40 34 95 66 59 48 24 60 13 77 15 98 36 73 49 11 20 88 58 33 69 30 72 94 99 15 58 91 67 83 6 62 27 72 78 51 12 70 71 58 25 22 97 45 100 72 85 41 18 93 52 5 78 13 50 46 98 95 6 2 88 1 47 91 2 65 32 14 17 80 60 40 2 18 73 93 75 75 89 47 79 100 86 13 92 76 63 68 30 30 66 59 35 94 15 3 40 92 98 14 37 80 16 37 46 51 66 96 34 71 62 6 97 68 22 31 51 42 56 99 58 16 63 77 95 30 54 40
63 75 21 0 1 46 13 7 45 69 8 58 82 52 81 65 89 61 90 87 75 55 8 59 47 80 52 26 90 23 64 54 18 75 23 46 44 64 32 89 31 22 21 8 77 3 97 79 88 61 47 39 58 1 71 12 46 85 13 96 6 23 61 39 67 56 91 86 47 22 78 100 68 87 95 100 29 5 62 54 59 79 2 5 3 11 75 15 58 96 1 76 51 9 25 23 30 67 55 4 31 49 49 15 23 33 35 100 7 76 24 84 22 9 87 35 15 67 7 100 34 8 27 36 40 11 31 19 28 88 40 67 41 47 38 64 24 52 9 6 35 54 66 2 45 13 5 74 44 57 11 89 43 34 28 84 19 24 79 11 21 23 95 9 31 15 40 55 39 74 82 17 43 18 71 32 37 64 29 47 98 44 9 57 58 58 61 14 96 7 19 11 30 93 84 85 51 82 33 43 45 78 15 76 91 92 93 93 44 40 9 12 58 39 77 7 95 51 82 65 8 41 6 12 5 28 84 61 80 47 38 60 98 55 62 37 12 28 46 14 55 6 85 48 31 47 79 75 41 75 48 65 77 77 15 56 53 91 89 97 75 61 14 5 100 70 95 42 46 72 29 31 16 86 58 93 83 3 64 85 99 84 81 27 21 77 78 26 42 77 93 87 72 90 88 51 70 87 12 57 74 29 69 70 47 2 91 15 38 94 14 81 26 78 94 15 99 24 25 28 11 61 5 97 42 86 39 17 93 74 53 11 42 62 64 61 88 96 85 61 56 16 7 53 57 93 12 47 70 92 14 28 77 59 59 94 28 10 6 24 50 35 54 69 31 73 79 100 66 18 31 3 84 33 27 62 10 57 40 61 26 31 42 58 53 41 24 20 8 21 19 74 38 24 23 71 71 83 44 23 35 46 20 23 31 43 84 100 98 91 52 43 45 13 88 11 67 11 62 23 28 73 76 62 39 56 25 40 84 74 2 90 5 31 76 36 75 95 30 89 26 2 65 99 99 87 70 12 86 94 38 30 25 93 25 69 90 2 74 66 77 50 16 81 53 58 81 89 18 2 41 3 33 75 63 91 77 72 34 19 53 4 82 60 25 97 21 30 88 49 36 9 66 94 91 52 45 27 46 80
2 44 50 1 0 47 66 71 5 63 63 49 26 39 13 4 47 85 94 82 51 58 2 76 45 60 12 14 58 53 42 54 83 42 49 24 65 94 14 17 35 89 90 71 43 36 78 82 39 12 35 50 49 44 17 36 32 36 65 67 75 94 8 59 51 48 100 45 89 94 99 84 56 91 31 85 100 5 30 24 33 60 30 29 17 51 91 92 3 32 14 19 60 14 38 9 92 67 19 47 39 54 90 60 39 93 6 27 10 70 8 17 65 16 53 30 52 78 63 46 62 20 47 40 22 33 24 80 100 88 59 98 14 85 86 96 11 56 46 7 83 38 58 84 93 19 100 80 70 97 68 100 75 84 19 86 88 45 70 81 60 33 57 35 55 76 12 5 55 53 1 68 52 25 69 72 13 34 69 14 24 19 30 63 62 50 48 31 69 66 91 40 26 77 91 8 53 47 38 80 62 71 61 96 87 98 76 21 49 65 56 71 35 78 8 87 67 33 77 17 34 20 21 79 96 50 49 59 37 74 32 1 18 73 68 16 95 2 11 52 4 20 42 55 79 80 50 31 92 8 16 100 51 79 44 61 55 41 24 98 2 52 83 39 5 97 93 4 4 47 34 20 47 8 21 72 56 91 21 61 37 19 94 2 59 87 78 28 7 74 61 27 90 7 76 52 75 77 39 76 90 15 32 33 59 7 2 91 72 61 85 93 89 99 53 71 58 3 33 36 46 28 3 22 85 59 40 51 69 51 19 34 15 12 24 77 24 92 65 34 86 10 76 22 15 84 39 18 97 23 89 72 27 60 33 82 13 41 100 74 86 62 94 47 16 44 6 64 19 66 98 6 21 42 62 45 84 22 50 88 5 22 39 68 82 27 52 48 31 67 14 44 98 57 4 44 89 35 87 6 82 74 49 42 93 23 81 44 54 23 41 43 27 53 65 25 18 6 24 42 60 16 75 58 61 46 12 88 28 59 74 19 39 2 37 32 29 99 62 5 81 10 50 62 86 1 71 100 57 64 6 66 29 53 72 47 22 89 36 53 80 48 64 80 63 69 75 13 42 9 62 66 43 91 55 1 47 71 95 21 28 55 94 99 17 26 21 90 19 23 3 99 47 69 63 5 19 71 2 13
25 48 11 46 47 0 42 15 25 10 70 49 41 71 18 75 72 6 56 86 26 57 43 54 28 84 4 1 39 72 4 66 29 24 98 21 82 40 14 3 36 53 79 81 10 13 96 11 93 64 60 97 5 10 76 94 51 2 15 91 74 33 18 54 51 88 44 96 16 82 97 77 48 73 6 41 23 10 3 60 4 33 27 82 88 70 42 96 61 48 76 36 2 70 62 50 50 52 62 28 22 22 69 35 84 74 72 1 20 15 8 79 3 66 79 97 96 2 4 41 23 75 99 24 4 83 2 47 41 45 27 49 23 3 83 25 30 13 38 8 37 80 92 98 59 42 49 48 59 69 89 34 21 20 61 34 46 29 82 24 64 49 17 88 53 10 68 72 1 49 16 86 29 70 27 45 44 7 95 23 41 63 1 81 64 35 39 18 14 94 52 100 78 51 16 87 59 63 86 90 50 3 64 69 75 78 35 62 2 13 81 65 75 54 84 28 51 53 63 92 45 38 62 90 27 92 84 79 58 80 34 33 78 56 76 38 43 52 35 72 90 10 94 58 2 39 31 61 89 12 53 3 13 94 55 8 26 21 96 60 52 9 7 3 40 63 92 26 100 6 66 40 85 79 81 75 14 78 67 60 53 12 60 17 100 65 9 76 48 84 49 1 50 1 6 64 55 90 98 10 63 13 85 81 8 43 6 74 60 9 34 89 46 13 43 46 25 94 89 73 36 91 57 54 24 59 12 44 74 15 51 87 1 93 71 18 60 87 85 47 99 50 70 24 74 53 37 47 92 68 81 53 25 53 69 65 64 62 9 80 27 75 75 35 90 7 46 14 46 7 68 25 78 89 48 62 43 68 19 41 20 84 93 71 84 16 21 63 77 10 68 6 76 13 83 29 43 50 20 56 13 48 35 49 6 65 78 99 42 4 88 91 53 74 15 61 100 25 81 35 49 32 61 36 3 80 16 71 17 30 96 60 22 22 21 55 44 64 29 28 19 41 66 62 13 77 68 37 6 68 32 10 82 42 10 54 19 90 78 95 83 54 16 89 62 96 50 55 76 77 33 83 50 18 87 38 83 63 42 88 46 14 58 80 28 9 15 98 61 57 77 46 17 29 59 10 8 50 19 17
28 1 16 13 66 42 0 26 63 60 95 58 42 16 18 16 40 27 5 10 84 65 17 70 82 77 30 17 93 50 77 96 88 67 18 59 57 2 58 93 60 32 54 94 15 27 1 23 19 74 4 5 67 51 90 83 19 22 86 75 81 63 59 39 25 39 14 30 10 84 41 17 42 35 78 96 11 76 86 48 30 95 66 47 71 38 36 62 41 61 70 46 98 24 17 54 9 71 20 92 58 100 33 79 92 13 17 18 67 26 74 69 32 53 38 64 84 20 72 69 36 88 38 24 9 74 40 46 70 98 35 88 70 32 6 62 30 37 78 23 4 76 75 55 25 11 31 41 56 61 59 47 32 71 23 41 31 70 24 28 88 99 86 13 75 38 17 35 40 10 4 81 64 6 41 81 31 67 75 5 75 93 63 5 3 58 76 79 31 100 30 93 76 44 94 74 21 51 76 46 91 36 99 96 62 16 43 18 92 41 77 16 70 57 38 53 19 24 93 41 54 79 5 99 46 72 47 55 31 24 69 82 63 79 96 35 62 76 20 40 64 25 42 12 51 90 16 56 20 33 100 44 71 25 59 26 37 98 5 36 47 36 55 83 47 26 97 30 100 97 3 39 25 46 37 87 72 18 13 31 32 59 35 15 67 1 27 36 38 72 50 70 44 21 57 91 50 62 23 54 74 29 46 38 6 88 67 34 7 39 16 18 38 16 86 73 84 18 40 86 17 80 96 8 83 41 62 63 73 65 63 3 19 37 41 35 32 81 10 88 52 34 66 82 62 81 75 65 11 96 35 69 3 65 1 36 87 53 35 32 100 97 7 69 79 52 81 48 94 96 24 17 69 30 88 57 25 87 90 73 2 67 6 59 60 60 8 58 69 92 34 94 60 100 59 72 85 91 86 80 97 83 82 14 32 62 60 66 95 81 79 40 1 60 89 93 72 57 24 14 60 94 36 3 95 55 49 92 31 36 84 1 37 75 17 30 83 85 98 90 70 44 41 69 34 5 26 89 69 2 40 7 89 42 34 58 78 67 11 40 76 15 65 55 21 63 32 82 32 69 43 83 54 25 42 36 36 55 96 68 76 32 68 4 98 19 90 7 67 61 93 86 5 49 86 83 89 21 23 42
44 76 86 7 71 15 26 0 54 96 91 39 38 93 50 38 13 86 86 67 95 43 10 85 32 100 84 59 64 43 5 38 27 80 38 14 33 92 8 11 1 19 7 100 37 78 48 56 25 87 69 45 3 77 23 47 40 24 99 67 13 74 21 75 5 91 5 16 23 73 91 24 93 8 70 54 11 12 92 4 28 70 6 42 87 82 46 51 15 95 15 82 63 7 20 95 32 82 79 18 9 93 50 81 53 16 71 79 30 31 53 50 29 62 4 17 93 93 83 13 97 84 37 23 10 22 82 81 16 71 36 50 34 23 85 45 71 57 37 37 57 76 43 25 41 66 56 19 72 85 25 44 89 20 57 64 20 60 57 22 77 61 52 59 81 91 94 10 95 30 55 57 6 16 14 70 23 9 25 59 57 30 31 16 95 27 23 48 87 61 88 52 68 26 68 84 42 88 21 61 27 88 93 97 96 53 67 59 6 83 86 2 53 94 60 10 13 62 5 50 36 84 83 30 24 16 74 98 53 88 22 54 7 84 66 4 41 57 82 57 99 8 21 25 32 43 72 12 49 8 89 59 30 25 95 100 83 93 80 32 86 53 49 24 27 58 23 51 92 55 16 42 100 22 19 81 38 56 16 57 99 26 69 34 96 16 24 41 9 12 10 74 69 13 70 4 1 42 53 58 11 12 97 77 71 28 5 53 3 30 56 36 92 24 30 99 65 58 97 100 34 95 9 93 100 50 69 54 99 37 42 54 46 17 50 41 75 3 34 13 65 51 10 16 78 63 99 96 78 70 39 96 87 28 36 4 89 19 92 14 65 29 25 58 85 80 22 4 51 56 5 68 75 37 23 83 94 87 36 66 49 53 57 49 86 42 88 9 30 3 29 7 100 1 51 36 31 40 25 56 97 20 37 47 11 63 34 13 24 19 43 27 44 42 25 40 42 81 26 11 50 9 77 22 66 57 28 1 60 52 87 79 25 11 79 57 74 20 53 62 56 78 7 74 83 97 17 75 89 5 19 14 5 81 32 19 85 40 98 95 99 44 38 32 48 93 3 31 94 4 81 83 68 45 80 27 51 14 54 58 96 66 36 2 40 54 18 27 72 24 24 75 61 60 54 22 24 69 73 48
74 89 6 45 5 25 63 54 0 51 61 17 10 64 52 9 63 48 63 70 15 7 12 66 19 11 46 23 12 48 46 72 52 79 48 23 54 73 32 72 36 63 86 87 73 25 60 59 80 68 13 76 35 84 16 2 16 77 14 30 53 42 39 9 97 64 38 86 25 21 64 36 98 88 50 100 84 29 24 28 28 64 49 3 32 33 79 76 40 18 9 43 24 77 68 39 89 61 45 73 49 45 9 45 99 24 9 83 17 54 80 21 80 28 75 21 68 100 53 86 14 51 75 83 19 59 8 84 39 38 65 44 11 8 31 31 89 55 46 34 8 11 94 25 26 49 77 87 24 88 82 68 21 75 9 8 41 4 75 15 20 24 64 67 82 91 82 52 73 17 75 12 44 92 3 42 21 8 50 87 43 33 29 4 100 27 2 63 80 86 24 68 60 86 58 77 7 35 4 64 44 77 97 19 2 30 85 82 34 67 57 41 96 32 23 35 94 78 32 32 32 40 77 58 90 39 26 3 1 59 59 18 28 9 54 80 9 48 36 70 4 3 13 4 99 7 7 14 73 96 23 88 68 79 26 19 27 70 60 61 5 98 31 28 14 32 28 75 63 55 14 45 62 91 49 86 67 2 81 86 9 55 11 48 62 73 9 5 52 86 59 33 52 38 44 55 43 78 56 65 62 50 60 36 29 83 38 70 65 82 88 30 19 34 90 14 70 98 56 99 36 42 40 38 6 46 80 61 69 32 30 93 34 83 11 22 34 71 19 3 81 86 10 90 61 47 94 70 78 67 98 57 43 58 40 3 48 45 2 64 86 69 39 34 13 14 93 7 79 63 35 77 92 85 42 20 93 37 60 76 92 48 89 69 12 29 23 64 50 39 89 72 11 26 22 20 21 2 79 31 59 84 43 66 96 2 24 34 41 84 46 83 57 56 78 62 14 16 91 29 47 76 72 97 64 83 85 14 97 81 92 67 27 7 8 50 35 55 22 30 87 76 67 80 17 61 74 64 13 1 47 65 45 26 100 21 21 53 55 7 8 55 56 24 63 89 97 81 68 23 56 4 78 52 93 33 1 100 21 70 30 73 44 87 88 55 80 30 49 36 91 96 42 10 24 4 34 22 90 17
80 11 18 69 63 10 60 96 51 0 88 76 71 52 25 61 37 72 44 43 39 2 87 44 58 4 83 31 95 18 76 8 24 79 75 12 65 26 94 64 53 24 61 74 12 71 49 89 8 51 13 94 92 34 66 46 22 68 35 40 10 25 36 84 83 93 27 8 36 27 7 35 85 4 88 33 18 94 10 20 54 78 49 6 90 71 84 60 66 9 74 27 98 37 91 80 41 99 45 22 89 8 60 67 86 12 26 4 73 87 74 42 6 98 99 45 72 34 87 25 96 98 28 62 85 40 76 78 57 9 26 9 4 74 49 18 13 62 99 41 49 79 83 78 82 61 6 86 51 89 100 96 46 52 39 40 89 20 26 9 39 92 68 68 2 30 9 1 11 13 2 87 27 23 4 81 54 86 11 42 21 50 60 42 13 15 92 56 43 37 39 28 21 55 38 23 71 18 46 24 77 77 14 42 22 75 91 61 54 56 77 70 94 31 20 96 47 10 9 98 35 95 54 85 15 66 24 37 71 55 46 56 26 10 35 45 84 73 4 48 30 86 84 17 47 97 90 100 19 26 72 7 86 91 21 49 92 28 96 63 17 34 82 29 86 58 33 16 25 37 89 10 22 70 95 55 100 79 36 66 13 90 1 73 46 78 68 11 26 90 63 22 68 45 3 22 15 89 35 42 64 17 64 96 77 66 5 42 15 23 2 100 25 65 2 63 8 42 33 70 29 99 23 5 88 46 85 53 67 62 72 28 92 81 8 60 28 95 6 10 14 72 52 3 48 63 51 13 45 56 4 86 80 45 21 97 48 2 91 17 51 82 14 85 47 65 70 46 31 66 15 32 11 74 78 30 69 80 20 84 95 99 23 23 3 55 46 71 33 7 1 70 69 23 60 43 2 41 85 45 61 30 84 82 28 88 29 95 6 21 34 20 41 27 58 84 90 56 15 38 30 21 4 35 6 20 16 79 8 6 24 82 25 43 89 84 81 35 30 54 47 44 87 29 25 67 8 62 73 49 8 58 17 11 7 43 79 2 73 80 1 60 19 60 69 66 16 43 20 50 37 1 99 96 51 73 43 23 21 52 33 79 24 48 10 90 95 7 44 100 90 95 90 72 55 22 58 31 68 12
